,index,date,dateUtc,openDateUtc,instrumentName,period,profitAndLoss,transactionType,reference,openLevel,closeLevel,size,currency,cashTransaction,profit_float
0,0,2024-02-09,2024-02-09T15:29:32,2024-02-09T15:29:32,Verrechnung Kapitalertragsteuer,-,E183.84,DEPO,11022224,-,0,-,E,False,183.84
1,1,2024-02-09,2024-02-09T15:29:32,2024-02-09T15:29:32,Verrechnung Solidaritätszuschlag,-,E10.11,DEPO,11122224,-,0,-,E,False,10.11
2,2,2024-02-09,2024-02-09T13:38:10,2024-02-09T13:38:10,Solidaritätszuschlag,-,E-0.24,WITH,11382172,-,0,-,E,False,-0.24
3,3,2024-02-09,2024-02-09T13:38:10,2024-02-09T13:38:10,Kapitalertragssteuer,-,E-4.36,WITH,11381172,-,0,-,E,False,-4.36
4,4,2024-02-09,2024-02-09T13:37:48,2024-02-08T08:38:52,AUD/USD Mini converted at 0.92261176,-,E17.99,TRADE,JL4KX7A7,0.65091,0.65221,+1.50,E,False,17.99
5,5,2024-02-09,2024-02-09T03:24:34,2024-02-09T03:24:34,Kapitalertragssteuer,-,E-0.01,WITH,11245172,-,0,-,E,False,-0.01
6,6,2024-02-09,2024-02-09T03:24:34,2024-02-09T03:24:34,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6928,-,E-0.19,WITH,60115205,-,0,-,E,False,-0.19
7,7,2024-02-09,2024-02-09T03:24:31,2024-02-09T03:24:31,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.05,DEPO,11468168,-,0,-,E,False,0.05
8,8,2024-02-09,2024-02-09T02:47:38,2024-02-09T02:47:38,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag EUR/GBP Mini umgerechnet in 1.1767,-,E-0.34,WITH,11996169,-,0,-,E,False,-0.34
9,9,2024-02-09,2024-02-09T02:47:25,2024-02-09T02:47:25,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag EUR/GBP Mini umgerechnet in @{3@,-,E0.42,DEPO,11992205,-,0,-,E,False,0.42
10,10,2024-02-09,2024-02-09T02:30:30,2024-02-09T02:30:30,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in 0.9324,-,E-0.20,WITH,11245168,-,0,-,E,False,-0.2
11,11,2024-02-09,2024-02-09T02:29:49,2024-02-09T02:29:49,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in @{3@,-,E-0.34,WITH,11820207,-,0,-,E,False,-0.34
12,12,2024-02-09,2024-02-09T00:02:01,2024-02-09T00:02:01,Kapitalertragssteuer,-,E-1.36,WITH,11144172,-,0,-,E,False,-1.36
13,13,2024-02-09,2024-02-09T00:02:01,2024-02-09T00:02:01,Solidaritätszuschlag,-,E-0.07,WITH,11145172,-,0,-,E,False,-0.07
14,14,2024-02-09,2024-02-09T00:01:53,2024-02-08T11:14:06,NZD/CAD Mini converted at 0.685882876020805,-,E5.45,TRADE,JJVRPYAU,0.82147,0.822,+1.50,E,False,5.45
15,15,2024-02-08,2024-02-08T11:12:19,2024-02-08T11:12:19,Kapitalertragssteuer,-,E-2.25,WITH,31154172,-,0,-,E,False,-2.25
16,16,2024-02-08,2024-02-08T11:12:19,2024-02-08T11:12:19,Solidaritätszuschlag,-,E-0.12,WITH,31155172,-,0,-,E,False,-0.12
17,17,2024-02-08,2024-02-08T11:12:00,2024-02-06T21:58:16,NZD/CAD Mini converted at 0.685894696206885,-,E10.08,TRADE,JFH3T8AP,0.82239,0.82141,-1.50,E,False,10.08
18,18,2024-02-08,2024-02-08T08:32:06,2024-02-08T08:32:06,Solidaritätszuschlag,-,E-0.20,WITH,11424172,-,0,-,E,False,-0.2
19,19,2024-02-08,2024-02-08T08:32:06,2024-02-08T08:32:06,Kapitalertragssteuer,-,E-3.64,WITH,11423172,-,0,-,E,False,-3.64
20,20,2024-02-08,2024-02-08T08:31:54,2024-02-08T00:03:32,AUD/USD Mini converted at 0.9235067625,-,E14.55,TRADE,JEUHBQA8,0.65221,0.65116,-1.50,E,False,14.55
21,21,2024-02-08,2024-02-08T02:44:59,2024-02-08T02:44:59,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6930,-,E-0.19,WITH,11757205,-,0,-,E,False,-0.19
22,22,2024-02-08,2024-02-08T02:44:57,2024-02-08T02:44:57,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.53,WITH,11370206,-,0,-,E,False,-0.53
23,23,2024-02-08,2024-02-08T02:01:04,2024-02-08T02:01:04,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag EUR/GBP Mini umgerechnet in 1.1782,-,E-0.34,WITH,11262205,-,0,-,E,False,-0.34
24,24,2024-02-08,2024-02-08T02:00:49,2024-02-08T02:00:49,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag EUR/GBP Mini umgerechnet in @{3@,-,E1.21,DEPO,11846206,-,0,-,E,False,1.21
25,25,2024-02-07,2024-02-07T17:02:40,2024-02-07T17:02:40,Kapitalertragssteuer,-,E-2.15,WITH,11781172,-,0,-,E,False,-2.15
26,26,2024-02-07,2024-02-07T17:02:40,2024-02-07T17:02:40,Solidaritätszuschlag,-,E-0.12,WITH,11782172,-,0,-,E,False,-0.12
27,27,2024-02-07,2024-02-07T17:02:39,2024-02-07T17:02:39,Kapitalertragssteuer,-,E-2.39,WITH,11779172,-,0,-,E,False,-2.39
28,28,2024-02-07,2024-02-07T17:02:39,2024-02-07T17:02:39,Solidaritätszuschlag,-,E-0.13,WITH,11780172,-,0,-,E,False,-0.13
29,29,2024-02-07,2024-02-07T17:02:34,2024-02-07T07:24:20,EUR/USD Mini converted at 0.9244331075,-,E8.60,TRADE,JCG2A7AY,1.07699,1.07637,-1.50,E,False,8.6
30,30,2024-02-07,2024-02-07T17:02:30,2024-02-07T16:03:31,AUD/USD Mini converted at 0.9244331075,-,E9.57,TRADE,JCG8WVAR,0.65274,0.65205,-1.50,E,False,9.57
31,31,2024-02-07,2024-02-07T14:16:18,2024-02-07T14:16:18,Kapitalertragssteuer,-,E-1.80,WITH,11375172,-,0,-,E,False,-1.8
32,32,2024-02-07,2024-02-07T14:16:18,2024-02-07T14:16:18,Solidaritätszuschlag,-,E-0.10,WITH,11376172,-,0,-,E,False,-0.1
33,33,2024-02-07,2024-02-07T14:15:56,2024-02-07T14:06:08,EUR/GBP Mini converted at 1.167448425,-,E7.18,TRADE,JAWC8WAJ,0.85275,0.85234,-1.50,E,False,7.18
34,34,2024-02-07,2024-02-07T10:56:05,2024-02-06T17:03:57,AUD/USD Mini converted at 0.9335329425,-,E-2.66,TRADE,H92HXCA8,0.6517,0.65189,-1.50,E,False,-2.66
35,35,2024-02-07,2024-02-07T07:16:47,2024-02-05T00:32:56,EUR/USD Mini converted at 0.9331821975,-,E-0.98,TRADE,H875ZXA7,1.07695,1.07688,+1.50,E,False,-0.98
36,36,2024-02-07,2024-02-07T03:14:30,2024-02-07T03:14:30,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6926,-,E-0.19,WITH,11642169,-,0,-,E,False,-0.19
37,37,2024-02-07,2024-02-07T03:14:28,2024-02-07T03:14:28,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.18,WITH,11680199,-,0,-,E,False,-0.18
38,38,2024-02-07,2024-02-07T02:40:39,2024-02-07T02:40:39,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag EUR/USD Mini umgerechnet in 0.9342,-,E-0.34,WITH,11435199,-,0,-,E,False,-0.34
39,39,2024-02-07,2024-02-07T02:39:54,2024-02-07T02:39:54,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag EUR/USD Mini umgerechnet in @{3@,-,E-0.66,WITH,11827205,-,0,-,E,False,-0.66
40,40,2024-02-07,2024-02-07T02:15:39,2024-02-07T02:15:39,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in 0.9342,-,E-0.20,WITH,11392207,-,0,-,E,False,-0.2
41,41,2024-02-07,2024-02-07T02:14:59,2024-02-07T02:14:59,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in @{3@,-,E0.19,DEPO,01172168,-,0,-,E,False,0.19
42,42,2024-02-06,2024-02-06T21:56:35,2024-02-06T21:54:23,NZD/CAD Mini converted at 0.692635322334285,-,E-8.31,TRADE,H746NPAN,0.82322,0.82242,+1.50,E,False,-8.31
43,43,2024-02-06,2024-02-06T21:51:52,2024-02-06T21:51:52,Solidaritätszuschlag,-,E-0.31,WITH,11538172,-,0,-,E,False,-0.31
44,44,2024-02-06,2024-02-06T21:51:52,2024-02-06T21:51:52,Kapitalertragssteuer,-,E-5.64,WITH,11537172,-,0,-,E,False,-5.64
45,45,2024-02-06,2024-02-06T21:51:38,2024-02-02T13:38:00,NZD/CAD Mini converted at 0.685670182305445,-,E23.04,TRADE,H75GAEBB,0.81929,0.82153,+1.50,E,False,23.04
46,46,2024-02-06,2024-02-06T13:12:03,2024-02-06T13:12:03,Solidaritätszuschlag,-,E-0.14,WITH,11835172,-,0,-,E,False,-0.14
47,47,2024-02-06,2024-02-06T13:12:03,2024-02-06T13:12:03,Kapitalertragssteuer,-,E-2.50,WITH,11834172,-,0,-,E,False,-2.5
48,48,2024-02-06,2024-02-06T13:11:46,2024-02-06T10:01:47,AUD/USD Mini converted at 0.9264688775,-,E10.01,TRADE,H5BWR2A7,0.64956,0.65028,+1.50,E,False,10.01
49,49,2024-02-06,2024-02-06T07:43:35,2024-02-06T07:43:35,Kapitalertragssteuer,-,E-4.29,WITH,11638172,-,0,-,E,False,-4.29
50,0,2024-02-06,2024-02-06T07:43:35,2024-02-06T07:43:35,Solidaritätszuschlag,-,E-0.24,WITH,11639172,-,0,-,E,False,-0.24
51,1,2024-02-06,2024-02-06T07:43:15,2024-02-02T14:32:14,AUD/CAD Mini converted at 0.68455452356378,-,E18.38,TRADE,H3X8UVAM,0.87782,0.87961,+1.50,E,False,18.38
52,2,2024-02-06,2024-02-06T02:34:18,2024-02-06T02:34:18,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag EUR/USD Mini umgerechnet in 0.9357,-,E-0.34,WITH,11708199,-,0,-,E,False,-0.34
53,3,2024-02-06,2024-02-06T02:33:33,2024-02-06T02:33:33,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag EUR/USD Mini umgerechnet in @{3@,-,E-0.66,WITH,11692204,-,0,-,E,False,-0.66
54,4,2024-02-06,2024-02-06T02:02:21,2024-02-06T02:02:21,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6909,-,E-0.20,WITH,11572169,-,0,-,E,False,-0.2
55,5,2024-02-06,2024-02-06T02:02:18,2024-02-06T02:02:18,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.20,WITH,11283199,-,0,-,E,False,-0.2
56,6,2024-02-05,2024-02-05T03:09:47,2024-02-05T03:09:47,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag NZD/CAD Mini umgerechnet in 0.6923,-,E-0.56,WITH,11233207,-,0,-,E,False,-0.56
57,7,2024-02-05,2024-02-05T03:09:45,2024-02-05T03:09:45,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.06,DEPO,11581199,-,0,-,E,False,0.06
58,8,2024-02-05,2024-02-05T02:12:13,2024-02-05T02:12:13,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in 0.6923,-,E-0.60,WITH,60115169,-,0,-,E,False,-0.6
59,9,2024-02-05,2024-02-05T02:12:11,2024-02-05T02:12:11,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.21,WITH,11523205,-,0,-,E,False,-0.21
60,10,2024-02-02,2024-02-02T18:56:34,2024-02-02T18:56:34,Paypal Deposit,-,E300.00,DEPO,01181881,-,0,-,E,False,300.0
61,11,2024-02-02,2024-02-02T13:56:50,2024-02-02T13:56:50,Kapitalertragssteuer,-,E-1.28,WITH,11570164,-,0,-,E,False,-1.28
62,12,2024-02-02,2024-02-02T13:56:50,2024-02-02T13:56:50,Solidaritätszuschlag,-,E-0.07,WITH,11571164,-,0,-,E,False,-0.07
63,13,2024-02-02,2024-02-02T13:56:28,2024-02-01T16:02:53,AUD/USD Mini converted at 0.9205973825,-,E5.11,TRADE,HRATP6AG,0.65455,0.65418,-1.50,E,False,5.11
64,14,2024-02-02,2024-02-02T13:36:35,2024-02-02T13:36:35,Kapitalertragssteuer,-,E-7.88,WITH,11219164,-,0,-,E,False,-7.88
65,15,2024-02-02,2024-02-02T13:36:35,2024-02-02T13:36:35,Solidaritätszuschlag,-,E-0.43,WITH,11220164,-,0,-,E,False,-0.43
66,16,2024-02-02,2024-02-02T13:36:22,2024-02-01T21:46:59,NZD/CAD Mini converted at 0.68570798487976,-,E32.09,TRADE,HQZF7PAP,0.8219,0.81878,-1.50,E,False,32.09
67,17,2024-02-02,2024-02-02T03:44:06,2024-02-02T03:44:06,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6905,-,E-0.19,WITH,11751168,-,0,-,E,False,-0.19
68,18,2024-02-02,2024-02-02T03:44:04,2024-02-02T03:44:04,Tägliche Finanzierungsanpassung – FX-Zinsen für 2 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.39,WITH,11722205,-,0,-,E,False,-0.39
69,19,2024-02-02,2024-02-02T02:51:28,2024-02-02T02:51:28,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in 0.9242,-,E-0.19,WITH,11904204,-,0,-,E,False,-0.19
70,20,2024-02-02,2024-02-02T02:50:51,2024-02-02T02:50:51,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in @{3@,-,E0.19,DEPO,11469205,-,0,-,E,False,0.19
71,21,2024-02-01,2024-02-01T21:46:11,2024-02-01T21:46:11,Kapitalertragssteuer,-,E-1.74,WITH,11432164,-,0,-,E,False,-1.74
72,22,2024-02-01,2024-02-01T21:46:11,2024-02-01T21:46:11,Solidaritätszuschlag,-,E-0.10,WITH,11433164,-,0,-,E,False,-0.1
73,23,2024-02-01,2024-02-01T21:45:52,2024-02-01T07:12:01,NZD/CAD Mini converted at 0.6838111993841649,-,E6.97,TRADE,HM69BNAM,0.82116,0.82184,+1.50,E,False,6.97
74,24,2024-02-01,2024-02-01T15:06:15,2024-02-01T15:06:15,Kapitalertragssteuer,-,E-2.57,WITH,11463164,-,0,-,E,False,-2.57
75,25,2024-02-01,2024-02-01T15:06:15,2024-02-01T15:06:15,Solidaritätszuschlag,-,E-0.14,WITH,11464164,-,0,-,E,False,-0.14
76,26,2024-02-01,2024-02-01T15:05:58,2024-02-01T14:02:48,EUR/CAD Mini converted at 0.68515789618655,-,E10.28,TRADE,HKMUNQAT,1.45332,1.45232,-1.50,E,False,10.28
77,27,2024-02-01,2024-02-01T14:01:43,2024-02-01T14:01:43,Kapitalertragssteuer,-,E-2.47,WITH,11852164,-,0,-,E,False,-2.47
78,28,2024-02-01,2024-02-01T14:01:43,2024-02-01T14:01:43,Solidaritätszuschlag,-,E-0.14,WITH,11853164,-,0,-,E,False,-0.14
79,29,2024-02-01,2024-02-01T14:01:25,2024-02-01T13:03:22,EUR/CAD Mini converted at 0.68464166405785,-,E9.86,TRADE,HJ2LCPAG,1.45441,1.45345,-1.50,E,False,9.86
80,30,2024-02-01,2024-02-01T12:46:41,2024-02-01T12:46:41,Solidaritätszuschlag,-,E-0.83,WITH,11383164,-,0,-,E,False,-0.83
81,31,2024-02-01,2024-02-01T12:46:41,2024-02-01T12:46:41,Kapitalertragssteuer,-,E-15.07,WITH,11382164,-,0,-,E,False,-15.07
82,32,2024-02-01,2024-02-01T12:46:21,2024-02-01T10:42:17,GBP/USD Mini converted at 0.9197506374999999,-,E60.29,TRADE,HJKHTMA7,1.26393,1.2683,+1.50,E,False,60.29
83,33,2024-02-01,2024-02-01T08:11:44,2024-02-01T08:11:44,Kapitalertragssteuer,-,E-2.52,WITH,11315164,-,0,-,E,False,-2.52
84,34,2024-02-01,2024-02-01T08:11:44,2024-02-01T08:11:44,Solidaritätszuschlag,-,E-0.14,WITH,11316164,-,0,-,E,False,-0.14
85,35,2024-02-01,2024-02-01T08:11:23,2024-02-01T08:02:57,EUR/CAD Mini converted at 0.68562293494835,-,E10.08,TRADE,HHEHKPBD,1.45224,1.45126,-1.50,E,False,10.08
86,36,2024-02-01,2024-02-01T07:48:41,2024-01-31T20:01:41,AUD/USD Mini converted at 0.9318756975,-,E-97.85,TRADE,HE2QY5AX,0.65934,0.65234,+1.50,E,False,-97.85
87,37,2024-02-01,2024-02-01T07:11:31,2024-02-01T07:11:31,Kapitalertragssteuer,-,E-1.49,WITH,11140164,-,0,-,E,False,-1.49
88,38,2024-02-01,2024-02-01T07:11:31,2024-02-01T07:11:31,Solidaritätszuschlag,-,E-0.08,WITH,11141164,-,0,-,E,False,-0.08
89,39,2024-02-01,2024-02-01T07:11:18,2024-02-01T00:32:07,NZD/CAD Mini converted at 0.685299465535785,-,E5.96,TRADE,HG5AR8AJ,0.82184,0.82126,-1.50,E,False,5.96
90,40,2024-02-01,2024-02-01T03:39:41,2024-02-01T03:39:41,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6916,-,E-0.19,WITH,01156168,-,0,-,E,False,-0.19
91,41,2024-02-01,2024-02-01T03:39:39,2024-02-01T03:39:39,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.56,WITH,01141168,-,0,-,E,False,-0.56
92,42,2024-02-01,2024-02-01T02:47:57,2024-02-01T02:47:57,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in 0.9291,-,E-0.20,WITH,11383169,-,0,-,E,False,-0.2
93,43,2024-02-01,2024-02-01T02:47:20,2024-02-01T02:47:20,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag AUD/USD Mini umgerechnet in @{3@,-,E-1.05,WITH,11443168,-,0,-,E,False,-1.05
94,44,2024-02-01,2024-02-01T00:31:04,2024-02-01T00:31:04,Kapitalertragssteuer,-,E-1.54,WITH,11696164,-,0,-,E,False,-1.54
95,45,2024-02-01,2024-02-01T00:31:04,2024-02-01T00:31:04,Solidaritätszuschlag,-,E-0.08,WITH,11697164,-,0,-,E,False,-0.08
96,46,2024-02-01,2024-02-01T00:30:53,2024-02-01T00:03:44,NZD/CAD Mini converted at 0.685457620463405,-,E6.17,TRADE,HF6XDBAH,0.8212,0.8218,+1.50,E,False,6.17
97,47,2024-02-01,2024-02-01T00:01:37,2024-02-01T00:01:37,Kapitalertragssteuer,-,E-0.08,WITH,11680164,-,0,-,E,False,-0.08
98,48,2024-02-01,2024-02-01T00:01:26,2024-01-31T21:07:20,NZD/CAD Mini converted at 0.68580014611995,-,E0.31,TRADE,HF4DFDAS,0.82142,0.82139,-1.50,E,False,0.31
99,49,2024-01-31,2024-01-31T21:05:53,2024-01-31T20:22:58,NZD/CAD Mini converted at 0.6918461967393,-,E-2.28,TRADE,HFRL8JAZ,0.82162,0.8214,+1.50,E,False,-2.28
100,0,2024-01-31,2024-01-31T20:21:27,2024-01-31T20:08:47,NZD/CAD Mini converted at 0.6924444321950999,-,E-3.12,TRADE,HFC8JPA9,0.82118,0.82088,+1.50,E,False,-3.12
101,1,2024-01-31,2024-01-31T20:06:33,2024-01-31T20:06:33,Solidaritätszuschlag,-,E-0.16,WITH,11697164,-,0,-,E,False,-0.16
102,2,2024-01-31,2024-01-31T20:06:33,2024-01-31T20:06:33,Kapitalertragssteuer,-,E-2.83,WITH,11696164,-,0,-,E,False,-2.83
103,3,2024-01-31,2024-01-31T20:06:20,2024-01-31T08:22:25,NZD/CAD Mini converted at 0.685835599348025,-,E11.32,TRADE,HE688GAX,0.82202,0.82092,-1.50,E,False,11.32
104,4,2024-01-31,2024-01-31T19:46:34,2024-01-31T19:46:34,Solidaritätszuschlag,-,E-0.69,WITH,11223164,-,0,-,E,False,-0.69
105,5,2024-01-31,2024-01-31T19:46:34,2024-01-31T19:46:34,Kapitalertragssteuer,-,E-12.61,WITH,11222164,-,0,-,E,False,-12.61
106,6,2024-01-31,2024-01-31T19:46:22,2024-01-31T19:02:55,EUR/USD Mini converted at 0.916286545,-,E50.44,TRADE,HEU8ENBB,1.08233,1.086,+1.50,E,False,50.44
107,7,2024-01-31,2024-01-31T19:01:33,2024-01-31T10:03:57,AUD/USD Mini converted at 0.9280461449999999,-,E-6.82,TRADE,HEERZLAW,0.65815,0.65864,-1.50,E,False,-6.82
108,8,2024-01-31,2024-01-31T08:32:03,2024-01-31T08:32:03,Solidaritätszuschlag,-,E-0.05,WITH,11950164,-,0,-,E,False,-0.05
109,9,2024-01-31,2024-01-31T08:32:03,2024-01-31T08:32:03,Kapitalertragssteuer,-,E-0.90,WITH,11949164,-,0,-,E,False,-0.9
110,10,2024-01-31,2024-01-31T08:31:42,2024-01-31T00:49:36,AUD/CAD Mini converted at 0.685710347679395,-,E3.60,TRADE,HAW4JDA2,0.88245,0.8828,+1.50,E,False,3.6
111,11,2024-01-31,2024-01-31T08:21:40,2024-01-31T08:21:40,Kapitalertragssteuer,-,E-2.26,WITH,11883164,-,0,-,E,False,-2.26
112,12,2024-01-31,2024-01-31T08:21:40,2024-01-31T08:21:40,Solidaritätszuschlag,-,E-0.12,WITH,11884164,-,0,-,E,False,-0.12
113,13,2024-01-31,2024-01-31T08:21:33,2024-01-31T01:32:26,NZD/CAD Mini converted at 0.68552845976601,-,E9.05,TRADE,HAVHMRAT,0.82111,0.82199,+1.50,E,False,9.05
114,14,2024-01-31,2024-01-31T04:26:09,2024-01-31T04:26:09,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6916,-,E-0.19,WITH,11586199,-,0,-,E,False,-0.19
115,15,2024-01-31,2024-01-31T04:26:07,2024-01-31T04:26:07,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.20,WITH,11497207,-,0,-,E,False,-0.2
116,16,2024-01-31,2024-01-31T03:40:32,2024-01-31T03:40:32,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in 0.9272,-,E-0.21,WITH,11978183,-,0,-,E,False,-0.21
117,17,2024-01-31,2024-01-31T03:40:08,2024-01-31T03:40:08,Kapitalertragssteuer,-,E-0.05,WITH,11537164,-,0,-,E,False,-0.05
118,18,2024-01-31,2024-01-31T03:39:54,2024-01-31T03:39:54,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/USD Mini umgerechnet in @{3@,-,E0.21,DEPO,11694206,-,0,-,E,False,0.21
119,19,2024-01-31,2024-01-31T01:31:46,2024-01-31T01:31:46,Kapitalertragssteuer,-,E-0.69,WITH,11493164,-,0,-,E,False,-0.69
120,20,2024-01-31,2024-01-31T01:31:46,2024-01-31T01:31:46,Solidaritätszuschlag,-,E-0.04,WITH,11494164,-,0,-,E,False,-0.04
121,21,2024-01-31,2024-01-31T01:31:40,2024-01-31T00:58:38,NZD/CAD Mini converted at 0.684691132045995,-,E2.77,TRADE,G9VUAZBD,0.82178,0.82151,-1.50,E,False,2.77
122,22,2024-01-31,2024-01-31T00:57:03,2024-01-31T00:57:03,Solidaritätszuschlag,-,E-0.03,WITH,11483164,-,0,-,E,False,-0.03
123,23,2024-01-31,2024-01-31T00:57:03,2024-01-31T00:57:03,Kapitalertragssteuer,-,E-0.49,WITH,11482164,-,0,-,E,False,-0.49
124,24,2024-01-31,2024-01-31T00:56:44,2024-01-31T00:34:07,NZD/CAD Mini converted at 0.684691132045995,-,E1.95,TRADE,G9SQ5XAX,0.82161,0.8218,+1.50,E,False,1.95
125,25,2024-01-31,2024-01-31T00:31:58,2024-01-31T00:31:58,Solidaritätszuschlag,-,E-0.10,WITH,11461164,-,0,-,E,False,-0.1
126,26,2024-01-31,2024-01-31T00:31:58,2024-01-31T00:31:58,Kapitalertragssteuer,-,E-1.86,WITH,11460164,-,0,-,E,False,-1.86
127,27,2024-01-31,2024-01-31T00:31:39,2024-01-30T19:02:34,AUD/USD Mini converted at 0.91734224,-,E7.43,TRADE,G9RBJ8AM,0.65983,0.65929,-1.50,E,False,7.43
128,28,2024-01-31,2024-01-31T00:31:39,2024-01-30T19:37:52,NZD/CAD Mini converted at 0.691529622238785,-,E-1.14,TRADE,G9RQLCAR,0.82192,0.82203,-1.50,E,False,-1.14
129,29,2024-01-30,2024-01-30T19:36:37,2024-01-30T19:36:37,Solidaritätszuschlag,-,E-0.07,WITH,11655164,-,0,-,E,False,-0.07
130,30,2024-01-30,2024-01-30T19:36:37,2024-01-30T19:36:37,Kapitalertragssteuer,-,E-1.31,WITH,11654164,-,0,-,E,False,-1.31
131,31,2024-01-30,2024-01-30T19:36:32,2024-01-30T18:47:10,NZD/CAD Mini converted at 0.68462517631682,-,E5.24,TRADE,G8WX8XA6,0.82132,0.82183,+1.50,E,False,5.24
132,32,2024-01-30,2024-01-30T18:46:49,2024-01-30T18:46:49,Kapitalertragssteuer,-,E-0.46,WITH,11497164,-,0,-,E,False,-0.46
133,33,2024-01-30,2024-01-30T18:46:49,2024-01-30T18:46:49,Solidaritätszuschlag,-,E-0.03,WITH,11498164,-,0,-,E,False,-0.03
134,34,2024-01-30,2024-01-30T18:46:25,2024-01-30T17:07:29,NZD/CAD Mini converted at 0.68491736248263,-,E1.85,TRADE,G8RREVAJ,0.82151,0.82133,-1.50,E,False,1.85
135,35,2024-01-30,2024-01-30T17:41:19,2024-01-30T17:41:19,Kapitalertragssteuer,-,E-7.03,WITH,11288164,-,0,-,E,False,-7.03
136,36,2024-01-30,2024-01-30T17:41:19,2024-01-30T17:41:19,Solidaritätszuschlag,-,E-0.39,WITH,11289164,-,0,-,E,False,-0.39
137,37,2024-01-30,2024-01-30T17:41:01,2024-01-30T15:12:37,EUR/GBP Mini converted at 1.164234575,-,E28.12,TRADE,G8K95AAV,0.85632,0.85471,-1.50,E,False,28.12
138,38,2024-01-30,2024-01-30T17:05:56,2024-01-30T11:06:53,AUD/USD Mini converted at 0.9268351199999999,-,E-2.36,TRADE,G8D83QAJ,0.65994,0.65977,+1.50,E,False,-2.36
139,39,2024-01-30,2024-01-30T14:26:48,2024-01-30T14:26:48,Solidaritätszuschlag,-,E-0.14,WITH,11949164,-,0,-,E,False,-0.14
140,40,2024-01-30,2024-01-30T14:26:48,2024-01-30T14:26:48,Kapitalertragssteuer,-,E-2.62,WITH,11948164,-,0,-,E,False,-2.62
141,41,2024-01-30,2024-01-30T14:26:34,2024-01-30T09:33:21,AUD/CAD Mini converted at 0.68336973393252,-,E10.46,TRADE,G67FV3AH,0.8845,0.88552,+1.50,E,False,10.46
142,42,2024-01-30,2024-01-30T11:05:51,2024-01-30T11:05:51,Solidaritätszuschlag,-,E-0.17,WITH,11291164,-,0,-,E,False,-0.17
